transaction_number,maker,checker,status,type,capture_date,sla,team,score
719171,Name 13,Name 11,True,Single Deal,2026-01-20,2,Team B,100
218229,Name 9,Name 5,True,Single Deal,2026-01-20,1,Team A,100
578420,Name 12,Name 10,True,Single Deal,2026-01-20,1,Team B,100
888073,Name 2,Name 6,True,Single Deal,2026-01-21,1,Team A,100
844708,Name 12,Name 10,True,Single Deal,2026-01-21,3,Team B,98
524881,Name 4,Name 6,True,Master Deal,2026-01-21,5,Team A,100
167837,Name 7,Name 9,True,Single Deal,2026-01-21,1,Team A,100
110334,Name 3,Name 5,True,Single Deal,2026-01-21,2,Team A,98
853250,Name 6,Name 4,True,Single Deal,2026-01-22,3,Team A,100
180790,Name 10,Name 14,True,Single Deal,2026-01-22,3,Team B,100
751975,Name 2,Name 6,True,Single Deal,2026-01-22,2,Team A,100
277233,Name 10,Name 14,True,Single Deal,2026-01-23,1,Team B,97
254985,Name 10,Name 13,True,Single Deal,2026-01-23,3,Team B,100
311511,Name 6,Name 2,True,Master Deal,2026-01-23,3,Team A,100
802215,Name 6,Name 4,True,Single Deal,2026-01-23,3,Team A,100
700424,Name 13,Name 12,True,Single Deal,2026-01-23,1,Team B,100
489616,Name 1,Name 7,True,Master Deal,2026-01-24,1,Team A,99
615338,Name 5,Name 3,True,Single Deal,2026-01-24,3,Team A,99
907420,Name 11,Name 13,True,Single Deal,2026-01-24,1,Team B,98
968195,Name 3,Name 8,True,Single Deal,2026-01-25,3,Team A,99
155699,Name 12,Name 10,True,Single Deal,2026-01-25,1,Team B,99
144454,Name 7,Name 6,True,Single Deal,2026-01-25,2,Team A,99
899128,Name 2,Name 3,True,Master Deal,2026-01-25,5,Team A,98
555354,Name 11,Name 13,True,Master Deal,2026-01-25,4,Team B,100
626461,Name 9,Name 7,True,Single Deal,2026-01-26,1,Team A,100
468107,Name 3,Name 6,True,Single Deal,2026-01-27,2,Team A,100
707408,Name 7,Name 5,True,Single Deal,2026-01-27,3,Team A,97
893238,Name 6,Name 3,True,Single Deal,2026-01-27,3,Team A,98
491456,Name 5,Name 3,True,Master Deal,2026-01-28,1,Team A,100
413612,Name 8,Name 5,True,Single Deal,2026-01-29,1,Team A,99
791915,Name 14,Name 10,True,Single Deal,2026-01-30,2,Team B,100
795535,Name 4,Name 1,True,Master Deal,2026-01-30,1,Team A,100
969849,Name 6,Name 4,True,Single Deal,2026-01-30,4,Team A,100
342767,Name 6,Name 8,True,Single Deal,2026-01-30,3,Team A,100
190644,Name 4,Name 8,True,Single Deal,2026-01-31,4,Team A,100
438637,Name 3,Name 8,True,Master Deal,2026-01-31,2,Team A,100
730145,Name 7,Name 1,True,Single Deal,2026-01-31,1,Team A,100
489301,Name 12,Name 13,True,Single Deal,2026-01-31,2,Team B,100
183547,Name 11,Name 12,True,Single Deal,2026-02-01,2,Team B,98
510654,Name 4,Name 2,True,Single Deal,2026-02-01,2,Team A,97
153840,Name 5,Name 2,True,Master Deal,2026-02-01,1,Team A,100
681974,Name 1,Name 4,True,Single Deal,2026-02-02,2,Team A,100
392515,Name 10,Name 14,True,Single Deal,2026-02-02,1,Team B,100
532446,Name 5,Name 7,True,Single Deal,2026-02-02,1,Team A,100
727296,Name 3,Name 5,True,Single Deal,2026-02-02,1,Team A,99
739219,Name 11,Name 13,True,Single Deal,2026-02-03,5,Team B,100
797241,Name 5,Name 7,True,Single Deal,2026-02-03,1,Team A,98
257334,Name 6,Name 3,True,Single Deal,2026-02-03,1,Team A,99
393578,Name 10,Name 13,True,Single Deal,2026-02-04,4,Team B,100
988327,Name 12,Name 10,True,Single Deal,2026-02-04,2,Team B,99
888242,Name 5,Name 7,True,Single Deal,2026-02-04,2,Team A,100
351682,Name 8,Name 2,True,Single Deal,2026-02-04,5,Team A,100
295624,Name 2,Name 7,True,Single Deal,2026-02-05,1,Team A,100
308355,Name 9,Name 7,True,Single Deal,2026-02-05,1,Team A,100
906250,Name 3,Name 7,True,Single Deal,2026-02-05,3,Team A,99
600892,Name 3,Name 8,True,Master Deal,2026-02-05,2,Team A,99
524368,Name 2,Name 5,True,Single Deal,2026-02-05,2,Team A,100
774132,Name 3,Name 1,True,Single Deal,2026-02-05,2,Team A,100
399244,Name 6,Name 9,True,Master Deal,2026-02-05,1,Team A,100
946489,Name 14,Name 10,True,Single Deal,2026-02-05,6,Team B,99
111737,Name 9,Name 2,True,Single Deal,2026-02-06,2,Team A,100
942918,Name 10,Name 13,True,Single Deal,2026-02-06,2,Team B,98
498424,Name 13,Name 14,True,Single Deal,2026-02-06,1,Team B,100
765143,Name 10,Name 13,True,Single Deal,2026-02-07,2,Team B,100
714068,Name 10,Name 12,True,Master Deal,2026-02-07,2,Team B,99
165991,Name 7,Name 4,True,Master Deal,2026-02-07,1,Team A,100
314845,Name 9,Name 6,True,Single Deal,2026-02-08,1,Team A,100
887159,Name 4,Name 9,True,Single Deal,2026-02-08,1,Team A,99
276728,Name 4,Name 2,True,Single Deal,2026-02-08,1,Team A,98
999006,Name 1,Name 4,True,Master Deal,2026-02-08,1,Team A,98
620803,Name 12,Name 14,True,Master Deal,2026-02-09,2,Team B,98
659580,Name 5,Name 3,True,Master Deal,2026-02-09,1,Team A,97
293810,Name 5,Name 3,True,Master Deal,2026-02-09,2,Team A,97
790593,Name 5,Name 9,True,Master Deal,2026-02-09,1,Team A,100
671540,Name 11,Name 10,True,Single Deal,2026-02-10,2,Team B,98
677790,Name 10,Name 12,True,Single Deal,2026-02-10,1,Team B,100
115040,Name 9,Name 3,True,Single Deal,2026-02-11,3,Team A,99
170190,Name 10,Name 11,True,Single Deal,2026-02-11,1,Team B,97
154679,Name 11,Name 10,True,Single Deal,2026-02-11,3,Team B,100
439617,Name 3,Name 6,True,Single Deal,2026-02-11,1,Team A,100
295881,Name 8,Name 6,True,Single Deal,2026-02-11,1,Team A,100
493246,Name 12,Name 13,True,Single Deal,2026-02-12,1,Team B,99
515603,Name 7,Name 3,True,Single Deal,2026-02-12,1,Team A,98
790308,Name 9,Name 6,True,Single Deal,2026-02-12,3,Team A,98
660033,Name 1,Name 3,True,Single Deal,2026-02-13,1,Team A,100
424955,Name 9,Name 4,True,Single Deal,2026-02-13,3,Team A,100
102188,Name 3,Name 5,True,Single Deal,2026-02-13,2,Team A,100
516263,Name 2,Name 9,True,Single Deal,2026-02-14,5,Team A,99
329713,Name 12,Name 14,True,Single Deal,2026-02-14,2,Team B,99
850992,Name 7,Name 3,True,Single Deal,2026-02-15,3,Team A,100
907101,Name 14,Name 11,True,Single Deal,2026-02-15,3,Team B,98
339683,Name 13,Name 10,True,Single Deal,2026-02-15,5,Team B,100
249228,Name 3,Name 6,True,Single Deal,2026-02-15,4,Team A,97
591704,Name 11,Name 13,True,Master Deal,2026-02-15,1,Team B,100
169187,Name 8,Name 2,True,Single Deal,2026-02-16,1,Team A,98
354273,Name 7,Name 2,True,Single Deal,2026-02-16,1,Team A,100
820082,Name 2,Name 3,True,Master Deal,2026-02-16,4,Team A,100
837093,Name 12,Name 14,True,Single Deal,2026-02-17,3,Team B,99
186345,Name 11,Name 13,True,Master Deal,2026-02-18,3,Team B,98
733257,Name 13,Name 12,True,Single Deal,2026-02-19,3,Team B,100
308795,Name 11,Name 10,True,Master Deal,2026-02-19,2,Team B,98
502396,Name 12,Name 10,True,Single Deal,2026-02-19,2,Team B,99
904586,Name 2,Name 1,True,Single Deal,2026-02-20,2,Team A,100
287412,Name 11,Name 14,True,Single Deal,2026-02-20,1,Team B,99
668025,Name 7,Name 8,True,Single Deal,2026-02-20,1,Team A,100
430079,Name 4,Name 9,True,Master Deal,2026-02-21,1,Team A,100
319408,Name 2,Name 8,True,Single Deal,2026-02-21,2,Team A,99
543234,Name 2,Name 4,True,Single Deal,2026-02-21,1,Team A,100
238410,Name 3,Name 8,True,Single Deal,2026-02-22,1,Team A,100
788056,Name 12,Name 10,True,Single Deal,2026-02-22,2,Team B,98
124655,Name 13,Name 10,True,Master Deal,2026-02-23,1,Team B,100
458245,Name 3,Name 6,True,Master Deal,2026-02-23,1,Team A,98
899383,Name 4,Name 5,True,Single Deal,2026-02-23,1,Team A,98
550859,Name 7,Name 9,True,Master Deal,2026-02-23,2,Team A,99
975761,Name 6,Name 2,True,Master Deal,2026-02-23,1,Team A,100
890897,Name 4,Name 9,True,Single Deal,2026-02-24,1,Team A,100
948875,Name 10,Name 11,True,Master Deal,2026-02-24,2,Team B,100
103489,Name 6,Name 5,True,Single Deal,2026-02-24,3,Team A,100
314528,Name 1,Name 5,True,Master Deal,2026-02-24,2,Team A,100
692497,Name 3,Name 8,True,Single Deal,2026-02-24,5,Team A,100
959162,Name 13,Name 11,True,Single Deal,2026-02-25,3,Team B,99
982844,Name 5,Name 2,True,Single Deal,2026-02-26,5,Team A,100
823176,Name 1,Name 2,True,Single Deal,2026-02-26,3,Team A,100
141877,Name 4,Name 1,True,Single Deal,2026-02-26,2,Team A,99
596666,Name 14,Name 10,True,Single Deal,2026-02-27,2,Team B,99
650166,Name 5,Name 6,True,Single Deal,2026-02-28,3,Team A,100
813536,Name 11,Name 14,True,Single Deal,2026-02-28,1,Team B,100
556491,Name 6,Name 2,True,Single Deal,2026-03-01,1,Team A,100
569750,Name 12,Name 13,True,Single Deal,2026-03-01,4,Team B,100
392450,Name 11,Name 14,True,Single Deal,2026-03-01,2,Team B,99
315093,Name 5,Name 2,True,Single Deal,2026-03-01,2,Team A,100
249119,Name 7,Name 3,True,Single Deal,2026-03-01,1,Team A,100
615395,Name 1,Name 6,True,Single Deal,2026-03-01,4,Team A,97
294521,Name 2,Name 6,True,Single Deal,2026-03-01,1,Team A,99
343529,Name 6,Name 8,True,Single Deal,2026-03-01,3,Team A,100
650768,Name 2,Name 5,True,Single Deal,2026-03-01,1,Team A,99
860548,Name 8,Name 7,True,Master Deal,2026-03-02,1,Team A,100
125312,Name 12,Name 10,True,Single Deal,2026-03-02,1,Team B,100
454584,Name 7,Name 2,True,Single Deal,2026-03-02,1,Team A,99
668663,Name 1,Name 8,True,Single Deal,2026-03-02,1,Team A,100
353781,Name 7,Name 2,True,Single Deal,2026-03-02,3,Team A,100
825150,Name 1,Name 3,True,Master Deal,2026-03-02,1,Team A,100
943610,Name 6,Name 2,True,Single Deal,2026-03-02,3,Team A,100
230614,Name 4,Name 2,True,Master Deal,2026-03-02,2,Team A,100
538272,Name 1,Name 8,True,Master Deal,2026-03-02,1,Team A,100
409768,Name 13,Name 12,True,Single Deal,2026-03-02,1,Team B,98
835548,Name 13,Name 14,True,Single Deal,2026-03-02,1,Team B,99
286644,Name 8,Name 4,True,Single Deal,2026-03-02,1,Team A,99
806956,Name 10,Name 13,True,Master Deal,2026-03-03,2,Team B,99
939444,Name 5,Name 8,True,Master Deal,2026-03-03,2,Team A,100
331044,Name 13,Name 12,True,Master Deal,2026-03-03,1,Team B,100
123304,Name 4,Name 2,True,Master Deal,2026-03-03,1,Team A,100
283061,Name 10,Name 11,True,Single Deal,2026-03-03,1,Team B,100
585005,Name 9,Name 8,True,Single Deal,2026-03-04,2,Team A,99
329639,Name 8,Name 7,True,Single Deal,2026-03-04,2,Team A,100
475015,Name 9,Name 8,True,Single Deal,2026-03-04,3,Team A,98
951243,Name 12,Name 11,True,Single Deal,2026-03-04,3,Team B,100
346208,Name 4,Name 5,True,Single Deal,2026-03-04,3,Team A,98
303941,Name 14,Name 10,True,Single Deal,2026-03-04,3,Team B,100
322675,Name 8,Name 4,True,Single Deal,2026-03-04,1,Team A,98
880823,Name 6,Name 1,True,Single Deal,2026-03-04,2,Team A,99
172456,Name 5,Name 1,True,Single Deal,2026-03-04,4,Team A,99
844385,Name 14,Name 12,True,Single Deal,2026-03-04,1,Team B,99
616579,Name 3,Name 7,True,Single Deal,2026-03-04,1,Team A,97
212762,Name 4,Name 8,True,Single Deal,2026-03-04,1,Team A,100
937534,Name 1,Name 3,True,Single Deal,2026-03-04,2,Team A,100
351044,Name 9,Name 7,True,Single Deal,2026-03-04,2,Team A,98
516474,Name 10,Name 14,True,Master Deal,2026-03-04,8,Team B,100
123654,Name 7,Name 8,True,Single Deal,2026-03-04,3,Team A,99
456589,Name 6,Name 5,True,Master Deal,2026-03-04,1,Team A,100
799425,Name 5,Name 8,True,Single Deal,2026-03-04,3,Team A,100
196864,Name 11,Name 13,True,Single Deal,2026-03-05,2,Team B,100
624773,Name 8,Name 5,True,Master Deal,2026-03-05,2,Team A,98
429474,Name 11,Name 10,True,Single Deal,2026-03-05,2,Team B,100
866980,Name 5,Name 2,True,Single Deal,2026-03-05,1,Team A,100
397992,Name 1,Name 2,True,Single Deal,2026-03-05,1,Team A,99
698988,Name 13,Name 10,True,Master Deal,2026-03-05,3,Team B,100
644807,Name 6,Name 1,True,Master Deal,2026-03-05,5,Team A,100
179928,Name 13,Name 12,True,Single Deal,2026-03-05,2,Team B,99
826888,Name 2,Name 9,True,Master Deal,2026-03-06,5,Team A,100
392843,Name 5,Name 4,True,Single Deal,2026-03-06,1,Team A,100
219786,Name 1,Name 9,True,Single Deal,2026-03-06,2,Team A,100
676850,Name 6,Name 5,True,Single Deal,2026-03-06,5,Team A,100
492204,Name 8,Name 3,True,Single Deal,2026-03-06,4,Team A,99
707940,Name 7,Name 4,True,Single Deal,2026-03-06,3,Team A,99
363643,Name 9,Name 1,True,Single Deal,2026-03-06,1,Team A,100
332575,Name 11,Name 14,True,Single Deal,2026-03-06,1,Team B,99
585679,Name 4,Name 6,True,Master Deal,2026-03-06,1,Team A,98
943934,Name 8,Name 4,True,Master Deal,2026-03-06,1,Team A,100
851872,Name 12,Name 10,True,Single Deal,2026-03-06,1,Team B,100
435492,Name 7,Name 8,True,Single Deal,2026-03-07,1,Team A,100
965200,Name 10,Name 12,True,Single Deal,2026-03-07,3,Team B,98
518632,Name 4,Name 6,True,Single Deal,2026-03-07,1,Team A,99
537588,Name 3,Name 7,True,Single Deal,2026-03-07,1,Team A,100
571095,Name 10,Name 12,True,Single Deal,2026-03-07,1,Team B,99
468571,Name 12,Name 10,True,Master Deal,2026-03-07,3,Team B,100
260702,Name 9,Name 4,True,Single Deal,2026-03-07,2,Team A,100
457983,Name 1,Name 3,True,Single Deal,2026-03-07,1,Team A,100
627593,Name 3,Name 8,True,Single Deal,2026-03-07,5,Team A,97
316943,Name 11,Name 10,True,Single Deal,2026-03-07,2,Team B,100
544436,Name 2,Name 1,True,Single Deal,2026-03-07,1,Team A,99
830988,Name 9,Name 7,True,Single Deal,2026-03-07,1,Team A,100
525642,Name 9,Name 8,True,Master Deal,2026-03-07,2,Team A,100
482281,Name 9,Name 2,True,Single Deal,2026-03-08,2,Team A,99
266465,Name 14,Name 10,True,Single Deal,2026-03-08,1,Team B,99
556333,Name 12,Name 10,True,Master Deal,2026-03-08,1,Team B,99
694094,Name 3,Name 7,True,Single Deal,2026-03-08,2,Team A,100
559378,Name 1,Name 2,True,Single Deal,2026-03-09,4,Team A,99
358152,Name 10,Name 13,True,Single Deal,2026-03-09,1,Team B,98
833851,Name 8,Name 3,True,Master Deal,2026-03-09,1,Team A,100
574214,Name 9,Name 2,True,Single Deal,2026-03-09,2,Team A,99
263264,Name 7,Name 5,True,Single Deal,2026-03-09,1,Team A,100
790660,Name 7,Name 5,True,Single Deal,2026-03-09,1,Team A,100
841452,Name 7,Name 4,True,Single Deal,2026-03-09,2,Team A,98
121722,Name 3,Name 6,True,Single Deal,2026-03-09,5,Team A,100
132903,Name 10,Name 11,True,Master Deal,2026-03-09,1,Team B,99
757501,Name 7,Name 5,True,Single Deal,2026-03-10,2,Team A,99
168341,Name 14,Name 13,True,Single Deal,2026-03-10,1,Team B,100
133049,Name 4,Name 3,True,Single Deal,2026-03-10,3,Team A,98
491834,Name 4,Name 6,True,Single Deal,2026-03-10,2,Team A,99
272734,Name 7,Name 2,True,Master Deal,2026-03-10,2,Team A,100
162796,Name 10,Name 12,True,Single Deal,2026-03-10,1,Team B,100
512370,Name 11,Name 10,True,Single Deal,2026-03-10,2,Team B,98
573589,Name 7,Name 2,True,Single Deal,2026-03-11,3,Team A,98
781765,Name 1,Name 3,True,Master Deal,2026-03-11,2,Team A,99
506272,Name 8,Name 5,True,Master Deal,2026-03-11,2,Team A,100
186308,Name 9,Name 1,True,Single Deal,2026-03-11,1,Team A,100
413115,Name 13,Name 14,True,Single Deal,2026-03-11,2,Team B,100
417242,Name 11,Name 10,True,Single Deal,2026-03-11,2,Team B,98
723309,Name 14,Name 12,True,Master Deal,2026-03-11,4,Team B,100
137912,Name 9,Name 6,True,Single Deal,2026-03-11,2,Team A,100
665404,Name 14,Name 12,True,Single Deal,2026-03-11,1,Team B,100
436055,Name 8,Name 7,True,Single Deal,2026-03-12,2,Team A,100
914915,Name 4,Name 8,True,Single Deal,2026-03-12,1,Team A,98
776818,Name 5,Name 2,True,Single Deal,2026-03-12,4,Team A,99
201955,Name 13,Name 14,True,Single Deal,2026-03-12,2,Team B,100
885317,Name 10,Name 11,True,Master Deal,2026-03-12,3,Team B,99
236186,Name 13,Name 10,True,Single Deal,2026-03-12,5,Team B,100
352371,Name 10,Name 12,True,Single Deal,2026-03-12,2,Team B,100
943448,Name 5,Name 4,True,Single Deal,2026-03-13,1,Team A,99
823024,Name 9,Name 3,True,Master Deal,2026-03-13,3,Team A,100
899816,Name 5,Name 8,True,Single Deal,2026-03-13,1,Team A,100
151081,Name 4,Name 3,True,Master Deal,2026-03-14,3,Team A,100
528379,Name 14,Name 13,True,Single Deal,2026-03-14,2,Team B,100
379692,Name 6,Name 3,True,Single Deal,2026-03-14,3,Team A,100
827514,Name 8,Name 6,True,Single Deal,2026-03-14,5,Team A,100
481718,Name 4,Name 9,True,Master Deal,2026-03-14,2,Team A,99
191480,Name 14,Name 11,True,Single Deal,2026-03-14,5,Team B,100
744764,Name 8,Name 2,True,Single Deal,2026-03-14,1,Team A,100
981979,Name 12,Name 11,True,Single Deal,2026-03-15,5,Team B,99
329588,Name 12,Name 11,True,Single Deal,2026-03-15,5,Team B,99
656656,Name 5,Name 7,True,Single Deal,2026-03-15,1,Team A,99
538168,Name 13,Name 10,True,Single Deal,2026-03-15,1,Team B,99
613340,Name 11,Name 14,True,Single Deal,2026-03-15,4,Team B,100
396196,Name 6,Name 3,True,Master Deal,2026-03-15,2,Team A,100
993550,Name 9,Name 5,True,Single Deal,2026-03-15,2,Team A,100
942664,Name 2,Name 3,True,Single Deal,2026-03-15,1,Team A,100
112960,Name 6,Name 9,True,Single Deal,2026-03-16,8,Team A,99
314396,Name 2,Name 1,True,Single Deal,2026-03-16,2,Team A,99
488371,Name 10,Name 12,True,Single Deal,2026-03-16,5,Team B,98
769467,Name 7,Name 2,True,Single Deal,2026-03-16,2,Team A,100
625417,Name 1,Name 5,True,Single Deal,2026-03-17,3,Team A,100
925242,Name 3,Name 7,True,Master Deal,2026-03-17,2,Team A,100
465442,Name 9,Name 7,True,Single Deal,2026-03-17,2,Team A,100
368207,Name 4,Name 3,True,Single Deal,2026-03-17,2,Team A,100
314007,Name 9,Name 7,True,Master Deal,2026-03-17,1,Team A,98
260044,Name 1,Name 2,True,Single Deal,2026-03-17,1,Team A,98
491451,Name 3,Name 8,True,Single Deal,2026-03-17,1,Team A,100
341684,Name 12,Name 11,True,Master Deal,2026-03-17,1,Team B,100
683283,Name 11,Name 14,True,Single Deal,2026-03-18,3,Team B,100
892125,Name 7,Name 1,True,Master Deal,2026-03-18,2,Team A,100
625738,Name 10,Name 11,True,Single Deal,2026-03-18,3,Team B,99
708396,Name 14,Name 10,True,Single Deal,2026-03-18,1,Team B,100
928090,Name 1,Name 2,True,Single Deal,2026-03-19,1,Team A,100
557484,Name 5,Name 4,True,Single Deal,2026-03-19,1,Team A,100
897460,Name 8,Name 3,True,Single Deal,2026-03-19,2,Team A,99
185070,Name 13,Name 11,True,Single Deal,2026-03-19,4,Team B,100
600277,Name 6,Name 9,True,Single Deal,2026-03-19,4,Team A,100
342111,Name 4,Name 8,True,Master Deal,2026-03-19,1,Team A,100
892486,Name 13,Name 12,True,Master Deal,2026-03-19,1,Team B,100
459839,Name 12,Name 13,True,Master Deal,2026-03-20,4,Team B,99
424863,Name 6,Name 9,True,Single Deal,2026-03-20,1,Team A,97
460137,Name 12,Name 14,True,Single Deal,2026-03-20,3,Team B,100
442976,Name 3,Name 6,True,Single Deal,2026-03-20,1,Team A,100
364431,Name 6,Name 2,True,Single Deal,2026-03-20,1,Team A,100
502537,Name 12,Name 13,True,Master Deal,2026-03-20,4,Team B,99
612942,Name 3,Name 1,True,Single Deal,2026-03-20,4,Team A,100
910653,Name 2,Name 7,True,Single Deal,2026-03-20,1,Team A,100
497875,Name 7,Name 5,True,Master Deal,2026-03-20,2,Team A,98
426734,Name 11,Name 14,True,Master Deal,2026-03-21,5,Team B,100
448670,Name 13,Name 11,True,Single Deal,2026-03-21,2,Team B,99
679678,Name 5,Name 1,True,Single Deal,2026-03-21,2,Team A,100
870907,Name 2,Name 9,True,Master Deal,2026-03-21,2,Team A,100
423110,Name 13,Name 10,True,Single Deal,2026-03-21,1,Team B,100
694090,Name 13,Name 14,True,Single Deal,2026-03-21,1,Team B,100
612258,Name 14,Name 10,True,Single Deal,2026-03-22,2,Team B,100
753044,Name 6,Name 3,True,Master Deal,2026-03-22,1,Team A,100
220847,Name 2,Name 8,True,Master Deal,2026-03-22,1,Team A,100
144066,Name 8,Name 1,True,Single Deal,2026-03-22,2,Team A,100
812106,Name 7,Name 9,True,Single Deal,2026-03-22,2,Team A,100
675134,Name 7,Name 5,True,Single Deal,2026-03-22,1,Team A,100
485138,Name 5,Name 6,True,Single Deal,2026-03-22,2,Team A,100
625245,Name 2,Name 5,True,Single Deal,2026-03-22,4,Team A,99
138585,Name 14,Name 13,True,Single Deal,2026-03-22,1,Team B,100
299193,Name 10,Name 14,True,Single Deal,2026-03-22,2,Team B,100
523518,Name 3,Name 7,True,Master Deal,2026-03-22,5,Team A,99
342163,Name 9,Name 8,True,Single Deal,2026-03-23,5,Team A,99
359026,Name 6,Name 9,True,Master Deal,2026-03-23,1,Team A,99
954653,Name 8,Name 4,True,Single Deal,2026-03-23,1,Team A,100
363814,Name 13,Name 14,True,Single Deal,2026-03-23,3,Team B,100
802821,Name 7,Name 5,True,Single Deal,2026-03-23,1,Team A,100
418543,Name 5,Name 3,True,Single Deal,2026-03-23,5,Team A,100
675333,Name 13,Name 14,True,Master Deal,2026-03-24,1,Team B,100
667771,Name 11,Name 12,True,Master Deal,2026-03-24,4,Team B,98
346225,Name 11,Name 14,True,Master Deal,2026-03-24,3,Team B,100
946003,Name 7,Name 1,True,Single Deal,2026-03-24,8,Team A,100
183312,Name 11,Name 12,True,Master Deal,2026-03-25,2,Team B,99
126702,Name 5,Name 1,True,Master Deal,2026-03-25,1,Team A,99
948903,Name 9,Name 6,True,Master Deal,2026-03-25,3,Team A,99
684774,Name 8,Name 4,True,Single Deal,2026-03-25,1,Team A,100
216844,Name 9,Name 3,True,Single Deal,2026-03-25,1,Team A,100
925133,Name 2,Name 9,True,Single Deal,2026-03-25,2,Team A,100
589286,Name 11,Name 14,True,Master Deal,2026-03-25,1,Team B,100
744206,Name 2,Name 3,True,Master Deal,2026-03-26,1,Team A,100
825010,Name 4,Name 1,True,Single Deal,2026-03-26,1,Team A,100
454005,Name 10,Name 13,True,Single Deal,2026-03-26,1,Team B,97
946165,Name 12,Name 13,True,Single Deal,2026-03-26,3,Team B,100
931271,Name 6,Name 2,True,Master Deal,2026-03-26,2,Team A,100
452438,Name 14,Name 12,True,Single Deal,2026-03-26,1,Team B,100
357284,Name 6,Name 4,True,Single Deal,2026-03-26,1,Team A,100
985510,Name 1,Name 7,True,Single Deal,2026-03-26,1,Team A,98
587802,Name 2,Name 8,True,Single Deal,2026-03-26,5,Team A,99
471128,Name 8,Name 2,True,Single Deal,2026-03-27,2,Team A,100
954517,Name 3,Name 5,True,Master Deal,2026-03-27,1,Team A,99
375782,Name 13,Name 11,True,Single Deal,2026-03-27,4,Team B,99
245349,Name 12,Name 13,True,Single Deal,2026-03-27,1,Team B,100
556784,Name 11,Name 10,True,Master Deal,2026-03-27,4,Team B,99
232235,Name 1,Name 7,True,Single Deal,2026-03-27,1,Team A,100
866964,Name 5,Name 6,True,Master Deal,2026-03-27,4,Team A,99
299380,Name 4,Name 9,True,Single Deal,2026-03-27,2,Team A,100
712494,Name 2,Name 8,True,Master Deal,2026-03-27,4,Team A,99
858339,Name 8,Name 9,True,Single Deal,2026-03-27,1,Team A,99
552682,Name 3,Name 8,True,Single Deal,2026-03-28,8,Team A,100
560352,Name 7,Name 5,True,Single Deal,2026-03-28,2,Team A,99
636666,Name 10,Name 11,True,Single Deal,2026-03-28,3,Team B,100
771231,Name 12,Name 13,True,Single Deal,2026-03-28,1,Team B,100
956990,Name 10,Name 13,True,Single Deal,2026-03-28,2,Team B,98
416960,Name 14,Name 11,True,Single Deal,2026-03-28,2,Team B,100
621586,Name 3,Name 7,True,Single Deal,2026-03-28,2,Team A,98
611126,Name 8,Name 6,True,Single Deal,2026-03-29,1,Team A,100
340216,Name 10,Name 13,True,Master Deal,2026-03-29,1,Team B,99
987658,Name 3,Name 6,True,Single Deal,2026-03-29,2,Team A,98
907308,Name 5,Name 6,True,Single Deal,2026-03-29,1,Team A,99
270175,Name 10,Name 14,True,Single Deal,2026-03-29,1,Team B,98
718428,Name 10,Name 12,True,Single Deal,2026-03-29,2,Team B,99
842820,Name 4,Name 2,True,Master Deal,2026-03-29,3,Team A,100
124145,Name 10,Name 13,True,Master Deal,2026-03-30,1,Team B,99
693509,Name 2,Name 9,True,Single Deal,2026-03-30,1,Team A,100
221500,Name 8,Name 7,True,Master Deal,2026-03-30,3,Team A,99
831259,Name 11,Name 10,True,Single Deal,2026-03-30,3,Team B,99
804266,Name 2,Name 6,True,Single Deal,2026-03-30,1,Team A,100
539328,Name 14,Name 12,True,Single Deal,2026-03-30,1,Team B,99
217314,Name 9,Name 2,True,Single Deal,2026-03-30,4,Team A,100
162908,Name 12,Name 14,True,Single Deal,2026-03-30,1,Team B,100
262759,Name 9,Name 1,True,Single Deal,2026-03-30,1,Team A,98
582650,Name 14,Name 10,True,Master Deal,2026-03-31,2,Team B,100
935623,Name 1,Name 9,True,Master Deal,2026-03-31,1,Team A,100
331145,Name 9,Name 1,True,Master Deal,2026-03-31,1,Team A,100
360849,Name 14,Name 12,True,Single Deal,2026-03-31,3,Team B,100
382705,Name 8,Name 3,True,Single Deal,2026-03-31,2,Team A,100
212603,Name 9,Name 3,True,Single Deal,2026-03-31,1,Team A,97
967860,Name 10,Name 14,True,Single Deal,2026-03-31,3,Team B,100
329781,Name 9,Name 3,True,Single Deal,2026-03-31,2,Team A,100
684523,Name 14,Name 12,True,Single Deal,2026-03-31,1,Team B,99
942304,Name 12,Name 10,True,Single Deal,2026-03-31,1,Team B,99
165848,Name 9,Name 3,True,Single Deal,2026-03-31,1,Team A,99
703418,Name 7,Name 2,True,Single Deal,2026-03-31,2,Team A,100
823255,Name 7,Name 3,True,Single Deal,2026-03-31,5,Team A,100
273284,Name 4,Name 3,True,Master Deal,2026-04-01,6,Team A,98
645310,Name 2,Name 8,True,Single Deal,2026-04-01,3,Team A,99
933229,Name 11,Name 13,True,Single Deal,2026-04-02,1,Team B,100
343076,Name 1,Name 8,True,Master Deal,2026-04-03,1,Team A,100
875070,Name 14,Name 12,True,Single Deal,2026-04-03,1,Team B,100
762035,Name 8,Name 3,True,Single Deal,2026-04-03,2,Team A,100
291971,Name 11,Name 12,True,Single Deal,2026-04-03,3,Team B,100
574584,Name 14,Name 13,True,Single Deal,2026-04-03,1,Team B,99
941214,Name 3,Name 2,True,Single Deal,2026-04-04,1,Team A,98
200789,Name 10,Name 13,True,Master Deal,2026-04-04,1,Team B,98
